mold_id,shape,type,application,length_mm,width_mm,height_thickness_mm,diameter_mm,wall_thickness_mm,volume_liters,surface_area_mm2,cavity_count,injection_points,typical_material,typical_density_kgm3,cycle_time_estimate_s,notes
MOLD-RECT-00360,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1400,400,70,,,39.2,1372000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,108.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00361,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1400,400,80,,,44.8,1408000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,120.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00362,Rectangular,Medium Panel,"Appliance Door Core, Light Insulation",1400,600,20,,,16.8,1760000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,64.0,"Medium Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00363,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1400,600,30,,,25.2,1800000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,80.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00364,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1400,600,40,,,33.6,1840000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,97.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00365,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1400,600,50,,,42.0,1880000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,114.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00366,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1400,600,60,,,50.4,1920000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,131.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00367,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1400,600,70,,,58.8,1960000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,148.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00368,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1400,600,80,,,67.2,2000000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,164.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00369,Rectangular,Medium Panel,"Appliance Door Core, Light Insulation",1400,800,20,,,22.4,2328000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,75.0,"Medium Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00370,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1400,800,30,,,33.6,2372000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,97.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00371,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1400,800,40,,,44.8,2416000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,120.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00372,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1400,800,50,,,56.0,2460000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,142.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00373,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1400,800,60,,,67.2,2504000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,164.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00374,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1400,800,70,,,78.4,2548000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,187.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00375,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1400,800,80,,,89.6,2592000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,209.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00376,Rectangular,Medium Panel,"Appliance Door Core, Light Insulation",1400,1000,20,,,28.0,2896000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,86.0,"Medium Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00377,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1400,1000,30,,,42.0,2944000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,114.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00378,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1400,1000,40,,,56.0,2992000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,142.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00379,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1400,1000,50,,,70.0,3040000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,170.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00380,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1400,1000,60,,,84.0,3088000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,198.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00381,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1400,1000,70,,,98.0,3136000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,226.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00382,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1400,1000,80,,,112.0,3184000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,254.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00383,Rectangular,Large Panel,"Refrigerator Panel, Medium Insulation",1500,1000,30,,,45.0,3150000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,120.0,"Large Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00384,Rectangular,Large Panel,"Refrigerator Panel, Medium Insulation",1500,1000,50,,,75.0,3250000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,180.0,"Large Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00385,Rectangular,Large Panel,"Sandwich Panel, Structural Insulation",1500,1000,70,,,105.0,3350000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,240.0,"Large Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00386,Rectangular,Large Panel,"Sandwich Panel, Structural Insulation",1500,1000,90,,,135.0,3450000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,300.0,"Large Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00387,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",1500,1000,110,,,165.0,3550000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,360.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00388,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",1500,1000,130,,,195.0,3650000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,420.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00389,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",1500,1000,150,,,225.0,3750000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,480.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00390,Rectangular,Large Panel,"Refrigerator Panel, Medium Insulation",1500,1500,30,,,67.5,4680000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,165.0,"Large Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00391,Rectangular,Large Panel,"Refrigerator Panel, Medium Insulation",1500,1500,50,,,112.5,4800000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,255.0,"Large Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00392,Rectangular,Large Panel,"Sandwich Panel, Structural Insulation",1500,1500,70,,,157.5,4920000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,345.0,"Large Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00393,Rectangular,Large Panel,"Sandwich Panel, Structural Insulation",1500,1500,90,,,202.5,5040000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,435.0,"Large Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00394,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",1500,1500,110,,,247.5,5160000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,525.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00395,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",1500,1500,130,,,292.5,5280000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,615.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00396,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",1500,1500,150,,,337.5,5400000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,705.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00397,Rectangular,Large Panel,"Refrigerator Panel, Medium Insulation",2000,1000,30,,,60.0,4180000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,150.0,"Large Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00398,Rectangular,Large Panel,"Refrigerator Panel, Medium Insulation",2000,1000,50,,,100.0,4300000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,230.0,"Large Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00399,Rectangular,Large Panel,"Sandwich Panel, Structural Insulation",2000,1000,70,,,140.0,4420000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,310.0,"Large Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00400,Rectangular,Large Panel,"Sandwich Panel, Structural Insulation",2000,1000,90,,,180.0,4540000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,390.0,"Large Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00401,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",2000,1000,110,,,220.0,4660000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,470.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00402,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",2000,1000,130,,,260.0,4780000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,550.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00403,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",2000,1000,150,,,300.0,4900000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,630.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00404,Rectangular,Large Panel,"Refrigerator Panel, Medium Insulation",2000,1500,30,,,90.0,6210000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,210.0,"Large Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00405,Rectangular,Large Panel,"Refrigerator Panel, Medium Insulation",2000,1500,50,,,150.0,6350000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,330.0,"Large Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00406,Rectangular,Large Panel,"Sandwich Panel, Structural Insulation",2000,1500,70,,,210.0,6490000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,450.0,"Large Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00407,Rectangular,Large Panel,"Sandwich Panel, Structural Insulation",2000,1500,90,,,270.0,6630000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,570.0,"Large Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00408,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",2000,1500,110,,,330.0,6770000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,690.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00409,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",2000,1500,130,,,390.0,6910000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,810.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00410,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",2000,1500,150,,,450.0,7050000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,930.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00411,Rectangular,Large Panel,"Refrigerator Panel, Medium Insulation",2500,1000,30,,,75.0,5210000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,180.0,"Large Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00412,Rectangular,Large Panel,"Refrigerator Panel, Medium Insulation",2500,1000,50,,,125.0,5350000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,280.0,"Large Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00413,Rectangular,Large Panel,"Sandwich Panel, Structural Insulation",2500,1000,70,,,175.0,5490000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,380.0,"Large Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00414,Rectangular,Large Panel,"Sandwich Panel, Structural Insulation",2500,1000,90,,,225.0,5630000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,480.0,"Large Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00415,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",2500,1000,110,,,275.0,5770000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,580.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00416,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",2500,1000,130,,,325.0,5910000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,680.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00417,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",2500,1000,150,,,375.0,6050000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,780.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00418,Rectangular,Large Panel,"Refrigerator Panel, Medium Insulation",2500,1500,30,,,112.5,7740000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,255.0,"Large Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00419,Rectangular,Large Panel,"Refrigerator Panel, Medium Insulation",2500,1500,50,,,187.5,7900000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,405.0,"Large Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00420,Rectangular,Large Panel,"Sandwich Panel, Structural Insulation",2500,1500,70,,,262.5,8060000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,555.0,"Large Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00421,Rectangular,Large Panel,"Sandwich Panel, Structural Insulation",2500,1500,90,,,337.5,8220000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,705.0,"Large Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00422,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",2500,1500,110,,,412.5,8380000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,855.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00423,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",2500,1500,130,,,487.5,8540000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,1005.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00424,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",2500,1500,150,,,562.5,8700000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,1155.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00425,Rectangular,Large Panel,"Refrigerator Panel, Medium Insulation",3000,1000,30,,,90.0,6240000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,210.0,"Large Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00426,Rectangular,Large Panel,"Refrigerator Panel, Medium Insulation",3000,1000,50,,,150.0,6400000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,330.0,"Large Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00427,Rectangular,Large Panel,"Sandwich Panel, Structural Insulation",3000,1000,70,,,210.0,6560000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,450.0,"Large Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00428,Rectangular,Large Panel,"Sandwich Panel, Structural Insulation",3000,1000,90,,,270.0,6720000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,570.0,"Large Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00429,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",3000,1000,110,,,330.0,6880000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,690.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00430,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",3000,1000,130,,,390.0,7040000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,810.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00431,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",3000,1000,150,,,450.0,7200000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,930.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00432,Rectangular,Large Panel,"Refrigerator Panel, Medium Insulation",3000,1500,30,,,135.0,9270000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,300.0,"Large Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00433,Rectangular,Large Panel,"Refrigerator Panel, Medium Insulation",3000,1500,50,,,225.0,9450000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,480.0,"Large Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00434,Rectangular,Large Panel,"Sandwich Panel, Structural Insulation",3000,1500,70,,,315.0,9630000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,660.0,"Large Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00435,Rectangular,Large Panel,"Sandwich Panel, Structural Insulation",3000,1500,90,,,405.0,9810000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,840.0,"Large Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00436,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",3000,1500,110,,,495.0,9990000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,1020.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00437,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",3000,1500,130,,,585.0,10170000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,1200.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-RECT-00438,Rectangular,Large Panel,"Heavy Insulation, Cold Storage Panel",3000,1500,150,,,675.0,10350000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,1380.0,"Large Panel for Heavy Insulation, Cold Storage Panel"
MOLD-CYL-00439,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,200,100,20,1.005,78540.0,1,1,Ecofoam XHD RC,40,48.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00440,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,200,100,30,1.319,78540.0,1,1,Ecofoam XHD RC,40,48.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00441,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,200,100,40,1.508,78540.0,1,1,Ecofoam XHD RC,40,49.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00442,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,200,100,50,1.571,78540.0,1,1,Ecofoam XHD RC,40,49.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00443,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,400,100,20,2.011,141372.0,1,1,Ecofoam XHD RC,40,50.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00444,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,400,100,30,2.639,141372.0,1,1,Ecofoam XHD RC,40,52.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00445,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,400,100,40,3.016,141372.0,1,1,Ecofoam XHD RC,40,53.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00446,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,400,100,50,3.142,141372.0,1,1,Ecofoam XHD RC,40,53.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00447,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,600,100,20,3.016,204204.0,1,1,Ecofoam XHD RC,40,53.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00448,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,600,100,30,3.958,204204.0,1,1,Ecofoam XHD RC,40,55.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00449,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,600,100,40,4.524,204204.0,1,1,Ecofoam XHD RC,40,56.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00450,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,600,100,50,4.712,204204.0,1,1,Ecofoam XHD RC,40,57.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00451,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,800,100,20,4.021,267035.0,1,1,Ecofoam XHD RC,40,55.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00452,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,800,100,30,5.278,267035.0,1,1,Ecofoam XHD RC,40,58.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00453,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,800,100,40,6.032,267035.0,1,1,Ecofoam XHD RC,40,60.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00454,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,800,100,50,6.283,267035.0,1,1,Ecofoam XHD RC,40,61.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00455,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,200,150,20,1.634,129591.0,1,1,Ecofoam XHD RC,40,49.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00456,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,200,150,30,2.262,129591.0,1,1,Ecofoam XHD RC,40,51.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00457,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,200,150,40,2.765,129591.0,1,1,Ecofoam XHD RC,40,52.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00458,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,200,150,50,3.142,129591.0,1,1,Ecofoam XHD RC,40,53.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00459,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,400,150,20,3.267,223838.0,1,1,Ecofoam XHD RC,40,53.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00460,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,400,150,30,4.524,223838.0,1,1,Ecofoam XHD RC,40,56.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00461,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,400,150,40,5.529,223838.0,1,1,Ecofoam XHD RC,40,59.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00462,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,400,150,50,6.283,223838.0,1,1,Ecofoam XHD RC,40,61.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00463,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,600,150,20,4.901,318086.0,1,1,Ecofoam XHD RC,40,57.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00464,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,600,150,30,6.786,318086.0,1,1,Ecofoam XHD RC,40,62.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00465,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,600,150,40,8.294,318086.0,1,1,Ecofoam XHD RC,40,66.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00466,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,600,150,50,9.425,318086.0,1,1,Ecofoam XHD RC,40,69.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00467,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,800,150,20,6.535,412334.0,1,1,Ecofoam XHD RC,40,61.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00468,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,800,150,30,9.048,412334.0,1,1,Ecofoam XHD RC,40,68.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00469,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,800,150,40,11.058,412334.0,1,1,Ecofoam XHD RC,40,73.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00470,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,800,150,50,12.566,412334.0,1,1,Ecofoam XHD RC,40,76.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00471,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,200,200,20,2.262,188496.0,1,1,Ecofoam XHD RC,40,51.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00472,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,200,200,30,3.204,188496.0,1,1,Ecofoam XHD RC,40,53.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00473,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,200,200,40,4.021,188496.0,1,1,Ecofoam XHD RC,40,55.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00474,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,200,200,50,4.712,188496.0,1,1,Ecofoam XHD RC,40,57.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00475,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,400,200,20,4.524,314159.0,1,1,Ecofoam XHD RC,40,56.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00476,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,400,200,30,6.409,314159.0,1,1,Ecofoam XHD RC,40,61.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00477,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,400,200,40,8.042,314159.0,1,1,Ecofoam XHD RC,40,65.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00478,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,400,200,50,9.425,314159.0,1,1,Ecofoam XHD RC,40,69.0,"Small Cylinder for Pipe Insulation, Small Tank"
MOLD-CYL-00479,Cylindrical,Small Cylinder,"Pipe Insulation, Small Tank",,,600,200,20,6.786,439823.0,1,1,Ecofoam XHD RC,40,62.0,"Small Cylinder for Pipe Insulation, Small Tank"
